Generation,Fitness,Footprint,EndPointError,Cost,Waypoints
0,227.77548828125,607.4622884237549,0,0,"[{""Position"":{""X"":31.337942184729098,""Y"":31.337942184729098}},{""Position"":{""X"":41.28330770657388,""Y"":31.337942184729098}},{""Position"":{""X"":62.16119012192841,""Y"":52.21582460008363}},{""Position"":{""X"":62.16119012192841,""Y"":100.74791276967966}},{""Position"":{""X"":70.02732874165179,""Y"":100.74791276967966}}]"
0,242.30234317779542,805.455231041973,0,0,"[{""Position"":{""X"":2.474073788141954E-15,""Y"":40.40469121161303}},{""Position"":{""X"":23.26950891597548,""Y"":63.674200127588506}},{""Position"":{""X"":23.269508915975482,""Y"":93.99829040965173}},{""Position"":{""X"":-7.324261555309079,""Y"":124.59206088093629}},{""Position"":{""X"":5.895713203998355,""Y"":137.81203564024372}}]"
0,178.91818449497222,521.7534740384979,0,0,"[{""Position"":{""X"":35.412894810726286,""Y"":0.0}},{""Position"":{""X"":35.412894810726286,""Y"":4.882279272258992}},{""Position"":{""X"":67.24850592300858,""Y"":36.717890384541285}},{""Position"":{""X"":74.53299867669938,""Y"":36.717890384541285}},{""Position"":{""X"":74.53299867669938,""Y"":56.479829923060095}}]"
0,141.06950635910033,651.1298767556398,0,0,"[{""Position"":{""X"":-12.038749465240913,""Y"":12.038749465240915}},{""Position"":{""X"":8.336717808764304,""Y"":32.41421673924613}},{""Position"":{""X"":-24.37519087260467,""Y"":65.12612542061511}},{""Position"":{""X"":4.497860723571694,""Y"":93.99917701679148}},{""Position"":{""X"":50.118561709733555,""Y"":93.99917701679148}}]"
0,183.9525685787201,500.96633892003774,0,0,"[{""Position"":{""X"":10.230930494028044,""Y"":10.230930494028044}},{""Position"":{""X"":32.732176694009055,""Y"":32.732176694009055}},{""Position"":{""X"":77.34766412508712,""Y"":32.732176694009055}},{""Position"":{""X"":40.54619840166296,""Y"":69.53364241743321}},{""Position"":{""X"":56.36853491152767,""Y"":85.35597892729791}}]"
0,136.94985639601947,753.6818352826283,0,0,"[{""Position"":{""X"":-33.76358713789688,""Y"":33.763587137896884}},{""Position"":{""X"":-33.76358713789688,""Y"":34.57559947932722}},{""Position"":{""X"":-33.76358713789688,""Y"":34.928724892457595}},{""Position"":{""X"":-33.76358713789688,""Y"":55.03625898630432}},{""Position"":{""X"":-33.76358713789688,""Y"":98.57587575610702}}]"
0,134.63039813041686,587.3218151609155,0,0,"[{""Position"":{""X"":9.087394165662957,""Y"":0.0}},{""Position"":{""X"":63.97629735636939,""Y"":0.0}},{""Position"":{""X"":82.20531920497496,""Y"":0.0}},{""Position"":{""X"":47.45296887938054,""Y"":34.75235032559442}},{""Position"":{""X"":83.47367689774663,""Y"":70.7730583439605}}]"
0,228.94094800949097,567.8632355686361,0,0,"[{""Position"":{""X"":16.97993211288377,""Y"":0.0}},{""Position"":{""X"":16.979932112883773,""Y"":30.743168774832213}},{""Position"":{""X"":43.63097163705173,""Y"":57.39420829900017}},{""Position"":{""X"":62.698514627081,""Y"":76.46175128902945}},{""Position"":{""X"":62.698514627081,""Y"":104.45578998272188}}]"
0,132.55634903907776,308.77333253754716,0,0,"[{""Position"":{""X"":26.938294981494945,""Y"":0.0}},{""Position"":{""X"":42.26269512115098,""Y"":0.0}},{""Position"":{""X"":30.133173038488536,""Y"":12.129522082662447}},{""Position"":{""X"":39.12101019002431,""Y"":21.11735923419822}},{""Position"":{""X"":27.783544115679852,""Y"":32.45482530854268}}]"
0,176.79427757263184,656.791942661537,0,0,"[{""Position"":{""X"":16.89356104978333,""Y"":0.0}},{""Position"":{""X"":51.62099320917276,""Y"":0.0}},{""Position"":{""X"":69.1459078821984,""Y"":17.524914673025634}},{""Position"":{""X"":89.95916529143972,""Y"":38.33817208226695}},{""Position"":{""X"":112.2928308174525,""Y"":60.67183760827973}}]"
