Generation,Fitness,Footprint,EndPointError,Cost,Waypoints
0,285.96547238826753,612.7866183204824,0,0,"[{""Position"":{""X"":4.693918704913221,""Y"":0.0}},{""Position"":{""X"":31.065351048634795,""Y"":26.371432343721573}},{""Position"":{""X"":31.0653510486348,""Y"":72.29925892246573}},{""Position"":{""X"":11.885602521520461,""Y"":91.47900744958007}},{""Position"":{""X"":11.885602521520463,""Y"":124.69773485670525}}]"
0,178.560699570179,339.46159726918074,0,0,"[{""Position"":{""X"":2.552426995351123,""Y"":0.0}},{""Position"":{""X"":2.5524269953511247,""Y"":30.05674270902054}},{""Position"":{""X"":19.091497636638856,""Y"":30.05674270902054}},{""Position"":{""X"":29.31925487420555,""Y"":40.28449994658723}},{""Position"":{""X"":29.31925487420555,""Y"":51.167609188309434}}]"
0,234.31519021987916,550.2807427782229,0,0,"[{""Position"":{""X"":19.316473418637337,""Y"":0.0}},{""Position"":{""X"":48.29334438087117,""Y"":0.0}},{""Position"":{""X"":60.555102078752874,""Y"":12.261757697881707}},{""Position"":{""X"":60.555102078752874,""Y"":68.62387165836776}},{""Position"":{""X"":32.70566381388393,""Y"":96.47330992323671}}]"
0,192.92144136428834,670.909398993147,0,0,"[{""Position"":{""X"":-10.293421692847152,""Y"":10.293421692847154}},{""Position"":{""X"":-26.370574440308594,""Y"":26.3705744403086}},{""Position"":{""X"":-26.37057444030859,""Y"":72.9034894818895}},{""Position"":{""X"":14.294900306446163,""Y"":72.9034894818895}},{""Position"":{""X"":-10.943242620309565,""Y"":98.14163240864522}}]"
0,405.240761756897,2164.913214579427,0,0,"[{""Position"":{""X"":-22.281171798706055,""Y"":14.089237213134766}},{""Position"":{""X"":-32.221821784973145,""Y"":68.79827499389648}},{""Position"":{""X"":-114.2868242263794,""Y"":96.23441505432129}},{""Position"":{""X"":-149.91792392730713,""Y"":250.39898109436035}},{""Position"":{""X"":-76.82434940338135,""Y"":505.7504367828369}}]"
0,184.02545456886293,329.1891640032601,0,0,"[{""Position"":{""X"":46.64578423437419,""Y"":0.0}},{""Position"":{""X"":29.269688933333704,""Y"":17.37609530104049}},{""Position"":{""X"":34.22866456577544,""Y"":17.37609530104049}},{""Position"":{""X"":34.22866456577544,""Y"":40.680527659812824}},{""Position"":{""X"":60.08280193510622,""Y"":40.680527659812824}}]"
0,245.98379979133605,829.2893958291481,0,0,"[{""Position"":{""X"":32.59015228319244,""Y"":32.59015228319244}},{""Position"":{""X"":-0.008471090527379488,""Y"":65.18877565691227}},{""Position"":{""X"":-0.008471090527376686,""Y"":110.94987618952571}},{""Position"":{""X"":-20.416037239809903,""Y"":131.35744233880826}},{""Position"":{""X"":-11.378287605081118,""Y"":131.35744233880826}}]"
0,228.18586139678956,407.23423395067505,0,0,"[{""Position"":{""X"":23.46571554077456,""Y"":23.46571554077456}},{""Position"":{""X"":23.46571554077456,""Y"":35.88295114829635}},{""Position"":{""X"":39.80534027844324,""Y"":52.22257588596503}},{""Position"":{""X"":33.175177510939825,""Y"":58.85273865346844}},{""Position"":{""X"":33.175177510939825,""Y"":85.23496742695374}}]"
0,281.0037993788719,408.2619340047737,0,0,"[{""Position"":{""X"":38.61464109604122,""Y"":0.0}},{""Position"":{""X"":38.8821328385133,""Y"":0.2674917424720835}},{""Position"":{""X"":38.8821328385133,""Y"":36.31906302324465}},{""Position"":{""X"":16.66684046357868,""Y"":58.53435539817927}},{""Position"":{""X"":57.570254017639016,""Y"":58.53435539817927}}]"
0,315.8290578842163,788.9858253701038,0,0,"[{""Position"":{""X"":41.6714973449707,""Y"":40.14852523803711}},{""Position"":{""X"":3.869091033935547,""Y"":53.02172374725342}},{""Position"":{""X"":-55.58205032348633,""Y"":57.108699798583984}},{""Position"":{""X"":9.207012176513672,""Y"":133.94543075561523}},{""Position"":{""X"":-29.974624633789062,""Y"":149.11834716796875}}]"
