Generation,Fitness,Waypoints
0,156.54476833343506,"[{""Position"":{""X"":128.39335756255056,""Y"":115.72613710054121}},{""Position"":{""X"":43.459291620848816,""Y"":70.7105168213848}},{""Position"":{""X"":7.09447996276644E-15,""Y"":115.8616503583873}},{""Position"":{""X"":24.881471199752912,""Y"":140.7431215581402}},{""Position"":{""X"":-20.009773924644126,""Y"":185.63436668253723}}]"
0,200.1366090774536,"[{""Position"":{""X"":128.39335756255056,""Y"":115.72613710054121}},{""Position"":{""X"":55.640325051691704,""Y"":46.62105546274465}},{""Position"":{""X"":78.82003674049484,""Y"":14.676921832514253}},{""Position"":{""X"":113.20554756036978,""Y"":189.7015432456075}},{""Position"":{""X"":73.97828285275278,""Y"":187.65505873389253}}]"
0,139.89484729766846,"[{""Position"":{""X"":128.39335756255056,""Y"":115.72613710054121}},{""Position"":{""X"":55.640325051691704,""Y"":46.62105546274465}},{""Position"":{""X"":78.82003674049484,""Y"":14.676921832514253}},{""Position"":{""X"":65.86728921413865,""Y"":45.6478801874285}},{""Position"":{""X"":26.977167893470842,""Y"":62.930833352470906}}]"
0,237.87255811691284,"[{""Position"":{""X"":227.20315422150787,""Y"":153.34405155303725}},{""Position"":{""X"":44.95233979709886,""Y"":78.62666782459026}},{""Position"":{""X"":55.57105923833123,""Y"":34.59475495272979}},{""Position"":{""X"":107.73577525790867,""Y"":34.59475495272979}},{""Position"":{""X"":143.07209693382904,""Y"":69.93107662865017}}]"
0,245.76043407917024,"[{""Position"":{""X"":-23.35423655110765,""Y"":23.354236551107654}},{""Position"":{""X"":434.30850802253184,""Y"":461.3901917438667}},{""Position"":{""X"":127.23731364276475,""Y"":139.40073597569733}},{""Position"":{""X"":607.6818815343457,""Y"":766.0134232578381}},{""Position"":{""X"":74.54863676953238,""Y"":226.42072555891647}}]"
0,301.61853713989257,"[{""Position"":{""X"":179.47034059535065,""Y"":192.56396610481403}},{""Position"":{""X"":31.06486149574196,""Y"":66.71968052036375}},{""Position"":{""X"":40.82272571490233,""Y"":83.53466515359716}},{""Position"":{""X"":-8.408975520065983,""Y"":106.72377919446615}},{""Position"":{""X"":-12.682642953766676,""Y"":168.64676928648103}}]"
0,252.14513645172119,"[{""Position"":{""X"":42.672532659065325,""Y"":0.0}},{""Position"":{""X"":58.020440277402166,""Y"":15.347907618336839}},{""Position"":{""X"":12.528820452844172,""Y"":60.83952744289484}},{""Position"":{""X"":113.20554756036978,""Y"":189.7015432456075}},{""Position"":{""X"":73.97828285275278,""Y"":187.65505873389253}}]"
0,263.63542704582215,"[{""Position"":{""X"":58.12726024546454,""Y"":0.0}},{""Position"":{""X"":106.85873474537499,""Y"":78.03778202286585}},{""Position"":{""X"":124.32196341491078,""Y"":88.61409058616425}},{""Position"":{""X"":171.8871427242743,""Y"":155.39021949754965}},{""Position"":{""X"":1259.8337749250704,""Y"":1270.5408494868611}}]"
0,185.66325931549073,"[{""Position"":{""X"":34.92288530886236,""Y"":58.301252716773035}},{""Position"":{""X"":44.95233979709886,""Y"":78.62666782459026}},{""Position"":{""X"":14.821264478432104,""Y"":58.309050851135936}},{""Position"":{""X"":79.59743312091132,""Y"":58.309050851135936}},{""Position"":{""X"":135.3537957684859,""Y"":58.309050851135936}}]"
0,227.31072340011596,"[{""Position"":{""X"":2.917001978911429E-15,""Y"":47.6382575113471}},{""Position"":{""X"":106.85873474537499,""Y"":78.03778202286585}},{""Position"":{""X"":124.32196341491078,""Y"":88.61409058616425}},{""Position"":{""X"":171.8871427242743,""Y"":155.39021949754965}},{""Position"":{""X"":85.79141275565114,""Y"":59.77699195474454}}]"
0,226.73731253147125,"[{""Position"":{""X"":790.7471815052583,""Y"":813.8352564537357}},{""Position"":{""X"":106.62389941554227,""Y"":158.27840749896382}},{""Position"":{""X"":14.821264478432104,""Y"":58.309050851135936}},{""Position"":{""X"":79.59743312091132,""Y"":58.309050851135936}},{""Position"":{""X"":85.79141275565114,""Y"":59.77699195474454}}]"
0,215.8495084762573,"[{""Position"":{""X"":128.39335756255056,""Y"":115.72613710054121}},{""Position"":{""X"":55.640325051691704,""Y"":46.62105546274465}},{""Position"":{""X"":78.82003674049484,""Y"":14.676921832514253}},{""Position"":{""X"":24.881471199752912,""Y"":140.7431215581402}},{""Position"":{""X"":-20.009773924644126,""Y"":185.63436668253723}}]"
0,247.03406658172608,"[{""Position"":{""X"":179.47034059535065,""Y"":192.56396610481403}},{""Position"":{""X"":646.8543416734418,""Y"":638.8764295495467}},{""Position"":{""X"":1005.0201614981206,""Y"":1315.5609927911219}},{""Position"":{""X"":607.6818815343457,""Y"":766.0134232578381}},{""Position"":{""X"":74.54863676953238,""Y"":226.42072555891647}}]"
0,254.6924081802368,"[{""Position"":{""X"":42.672532659065325,""Y"":0.0}},{""Position"":{""X"":434.30850802253184,""Y"":461.3901917438667}},{""Position"":{""X"":127.23731364276475,""Y"":139.40073597569733}},{""Position"":{""X"":-54.13470415150876,""Y"":109.46472479906147}},{""Position"":{""X"":-30.651688431992724,""Y"":81.54361303782608}}]"
0,200.309720993042,"[{""Position"":{""X"":227.20315422150787,""Y"":153.34405155303725}},{""Position"":{""X"":64.45876139354488,""Y"":112.1913004580863}},{""Position"":{""X"":106.71387306471796,""Y"":241.61355363564684}},{""Position"":{""X"":499.6282541027779,""Y"":540.6615968086529}},{""Position"":{""X"":103.01130106072085,""Y"":229.31571362707044}}]"
0,0,"[{""Position"":{""X"":3.888807626289093,""Y"":3.888807626289093}},{""Position"":{""X"":-10.979416166409036,""Y"":18.757031418987225}},{""Position"":{""X"":-8.917920721700769,""Y"":18.757031418987225}},{""Position"":{""X"":15.994475263962519,""Y"":18.757031418987225}},{""Position"":{""X"":58.633657114073706,""Y"":18.757031418987225}}]"
1,279.7935347795486,"[{""Position"":{""X"":-23.35423655110765,""Y"":23.354236551107654}},{""Position"":{""X"":106.62389941554227,""Y"":158.27840749896382}},{""Position"":{""X"":14.821264478432104,""Y"":58.309050851135936}},{""Position"":{""X"":79.59743312091132,""Y"":58.309050851135936}},{""Position"":{""X"":85.79141275565114,""Y"":59.77699195474454}}]"
1,304.98788307458165,"[{""Position"":{""X"":128.39335756255056,""Y"":115.72613710054121}},{""Position"":{""X"":43.459291620848816,""Y"":70.7105168213848}},{""Position"":{""X"":124.32196341491078,""Y"":88.61409058616425}},{""Position"":{""X"":171.8871427242743,""Y"":155.39021949754965}},{""Position"":{""X"":1259.8337749250704,""Y"":1270.5408494868611}}]"
1,245.8151183128357,"[{""Position"":{""X"":227.20315422150787,""Y"":153.34405155303725}},{""Position"":{""X"":434.30850802253184,""Y"":461.3901917438667}},{""Position"":{""X"":127.23731364276475,""Y"":139.40073597569733}},{""Position"":{""X"":-54.13470415150876,""Y"":109.46472479906147}},{""Position"":{""X"":-30.651688431992724,""Y"":81.54361303782608}}]"
