X,Y,GenerationNumber,X,Y
0,0,0,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,28,100,100
0,0,0,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,29,100,100
0,0,0,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,30,100,100
0,0,0,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,31,100,100
0,0,0,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,32,100,100
0,0,0,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,33,100,100
0,0,0,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,34,100,100
0,0,0,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,35,100,100
0,0,0,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,36,100,100
0,0,0,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,37,100,100
0,0,0,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,38,100,100
0,0,0,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,39,100,100
0,0,0,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,40,100,100
0,0,0,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,41,100,100
0,0,0,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,42,100,100
0,0,0,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,43,100,100
0,0,0,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,44,100,100
0,0,0,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,45,100,100
0,0,0,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,46,100,100
0,0,0,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,47,100,100
0,0,0,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,48,100,100
0,0,0,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,49,100,100
0,0,0,100,100
