Generation,Fitness,Footprint,EndPointError,Cost,Waypoints
0,234.93155396580696,348.6723779248101,0,0,"[{""Position"":{""X"":6.198486905995148E-16,""Y"":10.122897328945417}},{""Position"":{""X"":42.73853842963924,""Y"":10.122897328945417}},{""Position"":{""X"":50.39202760344016,""Y"":17.77638650274634}},{""Position"":{""X"":50.39202760344016,""Y"":18.804801102802156}},{""Position"":{""X"":11.462308570655146,""Y"":57.734520135587175}}]"
0,137.15460329055787,621.6593291795682,0,0,"[{""Position"":{""X"":2.6552750156959044E-15,""Y"":43.36393182988941}},{""Position"":{""X"":4.3642834293043944E-15,""Y"":71.27415728915437}},{""Position"":{""X"":22.9451448339877,""Y"":71.27415728915437}},{""Position"":{""X"":32.39559311064355,""Y"":80.72460556581022}},{""Position"":{""X"":14.794732296395939,""Y"":98.32546638005783}}]"
0,230.222730922699,599.049664980658,0,0,"[{""Position"":{""X"":-18.619396450887447,""Y"":18.61939645088745}},{""Position"":{""X"":-26.186398960383436,""Y"":26.18639896038344}},{""Position"":{""X"":-26.186398960383436,""Y"":37.03175071319142}},{""Position"":{""X"":-5.604082875949928,""Y"":57.61406679762493}},{""Position"":{""X"":-5.604082875949927,""Y"":73.14824319883155}}]"
0,177.18639764785766,595.117653436195,0,0,"[{""Position"":{""X"":40.028356430120425,""Y"":0.0}},{""Position"":{""X"":61.763329975914424,""Y"":21.734973545794}},{""Position"":{""X"":80.88730732059878,""Y"":40.85895089047835}},{""Position"":{""X"":75.02695342422588,""Y"":46.719304786851254}},{""Position"":{""X"":75.02695342422588,""Y"":57.99222130803402}}]"
0,187.23789310455322,646.5251392553296,0,0,"[{""Position"":{""X"":35.56603048743769,""Y"":35.56603048743769}},{""Position"":{""X"":11.30323815347409,""Y"":59.8288228214013}},{""Position"":{""X"":11.30323815347409,""Y"":64.06641038609536}},{""Position"":{""X"":11.303238153474094,""Y"":116.13577446804035}},{""Position"":{""X"":14.735323619672679,""Y"":119.56785993423894}}]"
0,234.9572418168187,645.6339759515968,0,0,"[{""Position"":{""X"":0.46273799914771757,""Y"":0.0}},{""Position"":{""X"":-29.45004228006607,""Y"":29.91278027921379}},{""Position"":{""X"":-29.450042280066068,""Y"":63.87785232868807}},{""Position"":{""X"":5.870119602225532,""Y"":63.87785232868807}},{""Position"":{""X"":33.099953456815975,""Y"":91.10768618327852}}]"
0,237.94469680786133,809.7125629687781,0,0,"[{""Position"":{""X"":1.6439255590915794E-15,""Y"":26.8473417843601}},{""Position"":{""X"":-31.604382646053374,""Y"":58.45172443041348}},{""Position"":{""X"":-31.604382646053374,""Y"":71.28136179280769}},{""Position"":{""X"":-31.604382646053374,""Y"":93.97519359996303}},{""Position"":{""X"":-3.0001712301445735,""Y"":122.57940501587183}}]"
0,90.61504924297333,556.2165970578793,0,0,"[{""Position"":{""X"":-4.7866284145186455,""Y"":4.786628414518646}},{""Position"":{""X"":7.893479267031292,""Y"":17.466736096068583}},{""Position"":{""X"":-20.45409748619232,""Y"":45.8143128492922}},{""Position"":{""X"":16.499673364971937,""Y"":82.76808370045646}},{""Position"":{""X"":12.693609399419636,""Y"":86.57414766600876}}]"
0,183.3166867017746,544.0735204501094,0,0,"[{""Position"":{""X"":-26.967544427276962,""Y"":26.96754442727697}},{""Position"":{""X"":-17.151254634794597,""Y"":36.783834219759335}},{""Position"":{""X"":-14.428772180798767,""Y"":39.506316673755165}},{""Position"":{""X"":-14.428772180798767,""Y"":49.911728931327445}},{""Position"":{""X"":-4.2687325976938215,""Y"":49.911728931327445}}]"
0,244.05313129425048,1019.0355771611567,0,0,"[{""Position"":{""X"":33.803037153633994,""Y"":33.803037153633994}},{""Position"":{""X"":33.803037153633994,""Y"":72.28700672130184}},{""Position"":{""X"":33.803037153633994,""Y"":123.75847392995172}},{""Position"":{""X"":66.21288686886169,""Y"":156.1683236451794}},{""Position"":{""X"":66.21288686886169,""Y"":179.69757549846412}}]"
