Generation,Fitness,Footprint,EndPointError,Cost,Waypoints
0,184.5703356742859,484.894767579096,0,0,"[{""Position"":{""X"":28.066993680815987,""Y"":28.066993680815987}},{""Position"":{""X"":12.157195936472968,""Y"":43.97679142515901}},{""Position"":{""X"":39.61364019980673,""Y"":43.97679142515901}},{""Position"":{""X"":68.24081765606513,""Y"":72.6039688814174}},{""Position"":{""X"":52.8899495061189,""Y"":87.95483703136364}}]"
0,238.90751857757567,651.5447914699702,0,0,"[{""Position"":{""X"":15.072831927507815,""Y"":15.072831927507815}},{""Position"":{""X"":15.072831927507817,""Y"":46.62219360084948}},{""Position"":{""X"":-18.265087470383374,""Y"":79.96011299874067}},{""Position"":{""X"":-1.791042957799423,""Y"":96.43415751132463}},{""Position"":{""X"":-1.7910429577994218,""Y"":114.6652401893144}}]"
0,233.3812359571457,571.9152070784249,0,0,"[{""Position"":{""X"":47.81671729445236,""Y"":0.0}},{""Position"":{""X"":47.81671729445236,""Y"":29.59331312933778}},{""Position"":{""X"":49.517960015734694,""Y"":31.294555850620114}},{""Position"":{""X"":103.82725722207718,""Y"":31.294555850620114}},{""Position"":{""X"":93.36394081094791,""Y"":41.757872261749384}}]"
0,222.30642447471618,598.1948041272445,0,0,"[{""Position"":{""X"":12.01648389079955,""Y"":12.01648389079955}},{""Position"":{""X"":48.46385711159837,""Y"":48.46385711159837}},{""Position"":{""X"":48.46385711159837,""Y"":62.85237639280712}},{""Position"":{""X"":59.47069091025076,""Y"":73.85921019145951}},{""Position"":{""X"":81.98623216473874,""Y"":96.3747514459475}}]"
0,244.91412990093232,978.6749393957471,0,0,"[{""Position"":{""X"":-26.664910094292328,""Y"":26.66491009429233}},{""Position"":{""X"":-26.664910094292324,""Y"":79.72840260676777}},{""Position"":{""X"":-27.75473487642978,""Y"":80.81822738890523}},{""Position"":{""X"":-27.754734876429776,""Y"":136.73616752649423}},{""Position"":{""X"":24.273084310926617,""Y"":136.73616752649423}}]"
0,148.36117696762085,697.3112886698929,0,0,"[{""Position"":{""X"":3.1543062337688434E-15,""Y"":51.51373009695521}},{""Position"":{""X"":29.321687069074915,""Y"":51.51373009695521}},{""Position"":{""X"":0.3295886498436964,""Y"":80.50582851618643}},{""Position"":{""X"":26.969302206825276,""Y"":107.145542073168}},{""Position"":{""X"":9.725631148725462,""Y"":124.38921313126782}}]"
0,177.74541056156158,558.293879107152,0,0,"[{""Position"":{""X"":1.7474953550317112E-15,""Y"":28.538764911619996}},{""Position"":{""X"":13.860382199194733,""Y"":42.399147110814724}},{""Position"":{""X"":13.860382199194735,""Y"":76.10795504259343}},{""Position"":{""X"":13.860382199194735,""Y"":80.227303027559}},{""Position"":{""X"":13.860382199194735,""Y"":92.78717294932594}}]"
0,132.70643486976624,446.57031403228336,0,0,"[{""Position"":{""X"":22.811702214790735,""Y"":0.0}},{""Position"":{""X"":13.695191094293547,""Y"":9.11651112049719}},{""Position"":{""X"":45.20211050385958,""Y"":40.62343053006322}},{""Position"":{""X"":63.231932108706644,""Y"":58.653252134910275}},{""Position"":{""X"":46.64215423664511,""Y"":75.24303000697182}}]"
0,281.1368849039078,539.0993611967758,0,0,"[{""Position"":{""X"":1.237424858144608E-15,""Y"":20.20868153995342}},{""Position"":{""X"":-10.675609898644362,""Y"":30.884291438597785}},{""Position"":{""X"":-13.682204464358435,""Y"":33.89088600431186}},{""Position"":{""X"":-13.682204464358433,""Y"":66.42922229626478}},{""Position"":{""X"":-21.60400212206882,""Y"":74.35101995397517}}]"
0,242.07574744224547,624.0664898951633,0,0,"[{""Position"":{""X"":-9.32247249288561,""Y"":9.322472492885613}},{""Position"":{""X"":-9.322472492885609,""Y"":28.975881299332077}},{""Position"":{""X"":-1.0455197656165183,""Y"":28.975881299332077}},{""Position"":{""X"":-38.08329820838764,""Y"":66.0136597421032}},{""Position"":{""X"":-38.08329820838764,""Y"":99.94167547120838}}]"
